Country,geo,Year,GDE Euro,FTE All,FTE Researcher,FTE Researcher Fem,geo_nan,SpendEff,LaborInt,FemShare,Res CAGR 2009_2021,Fem Res CAGR 2009_2021,SpendEff CAGR 2009_2021,FemShare CAGR 2009_2021
Bulgaria,BG,2009-01-01,40.461,1734.0,1016.0,1188.0,in,0.0398238188976378,25.11060033118311,1.0854893138357706,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2009-01-01,40.461,1734.0,1016.0,1734.0,in,0.0398238188976378,25.11060033118311,1.0854893138357706,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2009-01-01,40.461,1734.0,1016.0,1996.0,in,0.0398238188976378,25.11060033118311,1.0854893138357706,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2010-01-01,90.793,1627.0,912.0,401.0,in,0.09955372807017544,10.044827244391087,1.099624060150376,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2010-01-01,90.793,1627.0,912.0,419.0,in,0.09955372807017544,10.044827244391087,1.099624060150376,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2010-01-01,90.793,1627.0,912.0,791.0,in,0.09955372807017544,10.044827244391087,1.099624060150376,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2010-01-01,90.793,1627.0,912.0,912.0,in,0.09955372807017544,10.044827244391087,1.099624060150376,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2010-01-01,90.793,1627.0,912.0,990.0,in,0.09955372807017544,10.044827244391087,1.099624060150376,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2010-01-01,90.793,1627.0,912.0,1627.0,in,0.09955372807017544,10.044827244391087,1.099624060150376,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2010-01-01,90.793,1627.0,912.0,1880.0,in,0.09955372807017544,10.044827244391087,1.099624060150376,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2011-01-01,102.325,1453.0,976.0,438.0,in,0.10484118852459018,9.538236012704617,0.9935597189695551,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2011-01-01,102.325,1453.0,976.0,464.0,in,0.10484118852459018,9.538236012704617,0.9935597189695551,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2011-01-01,102.325,1453.0,976.0,725.0,in,0.10484118852459018,9.538236012704617,0.9935597189695551,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2011-01-01,102.325,1453.0,976.0,976.0,in,0.10484118852459018,9.538236012704617,0.9935597189695551,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2011-01-01,102.325,1453.0,976.0,1069.0,in,0.10484118852459018,9.538236012704617,0.9935597189695551,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2011-01-01,102.325,1453.0,976.0,1453.0,in,0.10484118852459018,9.538236012704617,0.9935597189695551,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2011-01-01,102.325,1453.0,976.0,1663.0,in,0.10484118852459018,9.538236012704617,0.9935597189695551,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2012-01-01,128.657,1837.0,1298.0,594.0,in,0.09911941448382128,10.088840871464434,0.974356152322254,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2012-01-01,128.657,1837.0,1298.0,642.0,in,0.09911941448382128,10.088840871464434,0.974356152322254,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2012-01-01,128.657,1837.0,1298.0,933.0,in,0.09911941448382128,10.088840871464434,0.974356152322254,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2012-01-01,128.657,1837.0,1298.0,1298.0,in,0.09911941448382128,10.088840871464434,0.974356152322254,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2012-01-01,128.657,1837.0,1298.0,1457.0,in,0.09911941448382128,10.088840871464434,0.974356152322254,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2012-01-01,128.657,1837.0,1298.0,1837.0,in,0.09911941448382128,10.088840871464434,0.974356152322254,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2012-01-01,128.657,1837.0,1298.0,2092.0,in,0.09911941448382128,10.088840871464434,0.974356152322254,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2013-01-01,139.267,2544.0,1925.0,857.0,in,0.07234649350649351,13.822369979966536,0.9441187384044527,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2013-01-01,139.267,2544.0,1925.0,974.0,in,0.07234649350649351,13.822369979966536,0.9441187384044527,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2013-01-01,139.267,2544.0,1925.0,1272.0,in,0.07234649350649351,13.822369979966536,0.9441187384044527,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2013-01-01,139.267,2544.0,1925.0,1925.0,in,0.07234649350649351,13.822369979966536,0.9441187384044527,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2013-01-01,139.267,2544.0,1925.0,2216.0,in,0.07234649350649351,13.822369979966536,0.9441187384044527,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2013-01-01,139.267,2544.0,1925.0,2544.0,in,0.07234649350649351,13.822369979966536,0.9441187384044527,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2013-01-01,139.267,2544.0,1925.0,2934.0,in,0.07234649350649351,13.822369979966536,0.9441187384044527,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2014-01-01,181.367,3694.0,2579.0,1082.0,in,0.07032454439705312,14.21978639995148,0.9581786960615964,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2014-01-01,181.367,3694.0,2579.0,1194.0,in,0.07032454439705312,14.21978639995148,0.9581786960615964,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2014-01-01,181.367,3694.0,2579.0,1686.0,in,0.07032454439705312,14.21978639995148,0.9581786960615964,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2014-01-01,181.367,3694.0,2579.0,2579.0,in,0.07032454439705312,14.21978639995148,0.9581786960615964,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2014-01-01,181.367,3694.0,2579.0,2858.0,in,0.07032454439705312,14.21978639995148,0.9581786960615964,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2014-01-01,181.367,3694.0,2579.0,3694.0,in,0.07032454439705312,14.21978639995148,0.9581786960615964,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2014-01-01,181.367,3694.0,2579.0,4205.0,in,0.07032454439705312,14.21978639995148,0.9581786960615964,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2015-01-01,217.428,4836.0,3246.0,1289.0,in,0.06698336414048058,14.929079971300848,0.9915060293988205,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2015-01-01,217.428,4836.0,3246.0,1444.0,in,0.06698336414048058,14.929079971300848,0.9915060293988205,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2015-01-01,217.428,4836.0,3246.0,2144.0,in,0.06698336414048058,14.929079971300848,0.9915060293988205,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2015-01-01,217.428,4836.0,3246.0,3246.0,in,0.06698336414048058,14.929079971300848,0.9915060293988205,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2015-01-01,217.428,4836.0,3246.0,3828.0,in,0.06698336414048058,14.929079971300848,0.9915060293988205,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2015-01-01,217.428,4836.0,3246.0,4836.0,in,0.06698336414048058,14.929079971300848,0.9915060293988205,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2015-01-01,217.428,4836.0,3246.0,5742.0,in,0.06698336414048058,14.929079971300848,0.9915060293988205,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2016-01-01,173.085,6174.0,3953.0,1611.0,in,0.04378573235517329,22.838489759366784,1.044631563730982,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2016-01-01,173.085,6174.0,3953.0,1976.0,in,0.04378573235517329,22.838489759366784,1.044631563730982,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2016-01-01,173.085,6174.0,3953.0,2912.0,in,0.04378573235517329,22.838489759366784,1.044631563730982,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2016-01-01,173.085,6174.0,3953.0,3953.0,in,0.04378573235517329,22.838489759366784,1.044631563730982,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2016-01-01,173.085,6174.0,3953.0,4812.0,in,0.04378573235517329,22.838489759366784,1.044631563730982,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2016-01-01,173.085,6174.0,3953.0,6174.0,in,0.04378573235517329,22.838489759366784,1.044631563730982,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2016-01-01,173.085,6174.0,3953.0,7468.0,in,0.04378573235517329,22.838489759366784,1.044631563730982,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2017-01-01,170.178,6123.0,4036.0,1421.0,in,0.042165014866204165,23.71634406327492,1.0120345462268159,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2017-01-01,170.178,6123.0,4036.0,1804.0,in,0.042165014866204165,23.71634406327492,1.0120345462268159,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2017-01-01,170.178,6123.0,4036.0,2928.0,in,0.042165014866204165,23.71634406327492,1.0120345462268159,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2017-01-01,170.178,6123.0,4036.0,4036.0,in,0.042165014866204165,23.71634406327492,1.0120345462268159,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2017-01-01,170.178,6123.0,4036.0,4948.0,in,0.042165014866204165,23.71634406327492,1.0120345462268159,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2017-01-01,170.178,6123.0,4036.0,6123.0,in,0.042165014866204165,23.71634406327492,1.0120345462268159,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2017-01-01,170.178,6123.0,4036.0,7332.0,in,0.042165014866204165,23.71634406327492,1.0120345462268159,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2018-01-01,198.116,7324.0,4768.0,1630.0,in,0.0415511744966443,24.066708393062648,0.9952660594439118,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2018-01-01,198.116,7324.0,4768.0,1952.0,in,0.0415511744966443,24.066708393062648,0.9952660594439118,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2018-01-01,198.116,7324.0,4768.0,3362.0,in,0.0415511744966443,24.066708393062648,0.9952660594439118,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2018-01-01,198.116,7324.0,4768.0,4768.0,in,0.0415511744966443,24.066708393062648,0.9952660594439118,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2018-01-01,198.116,7324.0,4768.0,5579.0,in,0.0415511744966443,24.066708393062648,0.9952660594439118,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2018-01-01,198.116,7324.0,4768.0,7324.0,in,0.0415511744966443,24.066708393062648,0.9952660594439118,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2018-01-01,198.116,7324.0,4768.0,8603.0,in,0.0415511744966443,24.066708393062648,0.9952660594439118,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2019-01-01,242.949,8122.0,5364.0,1912.0,in,0.04529250559284117,22.07870787696183,0.9823426014701182,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2019-01-01,242.949,8122.0,5364.0,2261.0,in,0.04529250559284117,22.07870787696183,0.9823426014701182,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2019-01-01,242.949,8122.0,5364.0,3684.0,in,0.04529250559284117,22.07870787696183,0.9823426014701182,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2019-01-01,242.949,8122.0,5364.0,5364.0,in,0.04529250559284117,22.07870787696183,0.9823426014701182,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2019-01-01,242.949,8122.0,5364.0,6227.0,in,0.04529250559284117,22.07870787696183,0.9823426014701182,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2019-01-01,242.949,8122.0,5364.0,8122.0,in,0.04529250559284117,22.07870787696183,0.9823426014701182,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2019-01-01,242.949,8122.0,5364.0,9315.0,in,0.04529250559284117,22.07870787696183,0.9823426014701182,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2020-01-01,251.206,8132.0,5296.0,1891.0,in,0.04743315709969788,21.082298989673816,0.9892911091929218,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2020-01-01,251.206,8132.0,5296.0,2216.0,in,0.04743315709969788,21.082298989673816,0.9892911091929218,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2020-01-01,251.206,8132.0,5296.0,3738.0,in,0.04743315709969788,21.082298989673816,0.9892911091929218,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2020-01-01,251.206,8132.0,5296.0,5296.0,in,0.04743315709969788,21.082298989673816,0.9892911091929218,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2020-01-01,251.206,8132.0,5296.0,6101.0,in,0.04743315709969788,21.082298989673816,0.9892911091929218,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2020-01-01,251.206,8132.0,5296.0,8132.0,in,0.04743315709969788,21.082298989673816,0.9892911091929218,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2020-01-01,251.206,8132.0,5296.0,9301.0,in,0.04743315709969788,21.082298989673816,0.9892911091929218,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2021-01-01,262.362,8136.0,5396.0,2092.0,in,0.048621571534469984,20.567002843399575,0.994069681245367,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2021-01-01,262.362,8136.0,5396.0,2447.0,in,0.048621571534469984,20.567002843399575,0.994069681245367,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2021-01-01,262.362,8136.0,5396.0,3951.0,in,0.048621571534469984,20.567002843399575,0.994069681245367,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2021-01-01,262.362,8136.0,5396.0,5396.0,in,0.048621571534469984,20.567002843399575,0.994069681245367,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2021-01-01,262.362,8136.0,5396.0,6226.0,in,0.048621571534469984,20.567002843399575,0.994069681245367,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2021-01-01,262.362,8136.0,5396.0,8136.0,in,0.048621571534469984,20.567002843399575,0.994069681245367,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2021-01-01,262.362,8136.0,5396.0,9300.0,in,0.048621571534469984,20.567002843399575,0.994069681245367,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2022-01-01,313.25,8877.0,5802.0,2104.0,in,0.05399000344708721,18.5219473264166,0.9947801250800217,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2022-01-01,313.25,8877.0,5802.0,2433.0,in,0.05399000344708721,18.5219473264166,0.9947801250800217,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2022-01-01,313.25,8877.0,5802.0,4356.0,in,0.05399000344708721,18.5219473264166,0.9947801250800217,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2022-01-01,313.25,8877.0,5802.0,5802.0,in,0.05399000344708721,18.5219473264166,0.9947801250800217,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2022-01-01,313.25,8877.0,5802.0,6610.0,in,0.05399000344708721,18.5219473264166,0.9947801250800217,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2022-01-01,313.25,8877.0,5802.0,8877.0,in,0.05399000344708721,18.5219473264166,0.9947801250800217,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2022-01-01,313.25,8877.0,5802.0,10220.0,in,0.05399000344708721,18.5219473264166,0.9947801250800217,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2023-01-01,362.651,8516.0,5357.0,,in,0.06769665857756206,14.77177782496119,,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2023-01-01,362.651,8516.0,5357.0,,in,0.06769665857756206,14.77177782496119,,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2023-01-01,362.651,8516.0,5357.0,,in,0.06769665857756206,14.77177782496119,,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2023-01-01,362.651,8516.0,5357.0,,in,0.06769665857756206,14.77177782496119,,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2023-01-01,362.651,8516.0,5357.0,,in,0.06769665857756206,14.77177782496119,,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2023-01-01,362.651,8516.0,5357.0,,in,0.06769665857756206,14.77177782496119,,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Bulgaria,BG,2023-01-01,362.651,8516.0,5357.0,,in,0.06769665857756206,14.77177782496119,,0.13705884540090585,0.2645191349056939,0.015472485526782043,-0.00674475432839694
Czechia,CZ,2005-01-01,269.754,8507.6,4418.1,711.6,in,0.061056562775853876,16.378255744122423,1.0718020351346897,0.07622370989239413,0.3303546574357903,0.011791038739517035,-0.006509116115234526
Czechia,CZ,2005-01-01,269.754,8507.6,4418.1,901.0,in,0.061056562775853876,16.378255744122423,1.0718020351346897,0.07622370989239413,0.3303546574357903,0.011791038739517035,-0.006509116115234526
Czechia,CZ,2005-01-01,269.754,8507.6,4418.1,2810.0,in,0.061056562775853876,16.378255744122423,1.0718020351346897,0.07622370989239413,0.3303546574357903,0.011791038739517035,-0.006509116115234526
Czechia,CZ,2005-01-01,269.754,8507.6,4418.1,4418.1,in,0.061056562775853876,16.378255744122423,1.0718020351346897,0.07622370989239413,0.3303546574357903,0.011791038739517035,-0.006509116115234526
Czechia,CZ,2005-01-01,269.754,8507.6,4418.1,5240.0,in,0.061056562775853876,16.378255744122423,1.0718020351346897,0.07622370989239413,0.3303546574357903,0.011791038739517035,-0.006509116115234526
Czechia,CZ,2005-01-01,269.754,8507.6,4418.1,8507.6,in,0.061056562775853876,16.378255744122423,1.0718020351346897,0.07622370989239413,0.3303546574357903,0.011791038739517035,-0.006509116115234526
Czechia,CZ,2005-01-01,269.754,8507.6,4418.1,10559.0,in,0.061056562775853876,16.378255744122423,1.0718020351346897,0.07622370989239413,0.3303546574357903,0.011791038739517035,-0.006509116115234526
