nace_r2,geo,time,pers2_FTE_RSE,pers2_FTE_TOTAL,pers2_HC_RSE,pers2_HC_TOTAL,exp2_MIO_EUR,exp2_PC_TOT,fem2_FTE_RSE
C,LU,2008,,,,,,,
C,LU,2009,,,,,,,
C,LU,2010,,,,,,,
C,LU,2011,,,,,,,
C,LU,2012,,,,,,,
C,LU,2013,,,,,,,
C,LU,2014,,,,,,,
C,LU,2015,,,,,,,
C,LU,2016,,,,,,,
C,LU,2017,,,,,,,
C,LU,2018,,,,,,,
C,LU,2019,,,,,,,
C,LU,2020,,,,,,,
C,LU,2021,499.0,1873.9,563.0,2061.0,253.582,66.46,
C,LU,2022,,,,,,,
C,LU,2023,565.8,1899.8,626.0,2073.0,256.687,63.82,
C,LV,2005,,,,,,,
C,LV,2006,,,,,,,
C,LV,2007,,,,,,,
C,LV,2008,176.0,346.0,192.0,403.0,8.965,25.3,
C,LV,2009,160.0,494.0,198.0,580.0,12.328,39.91,
C,LV,2010,322.0,579.0,465.0,906.0,17.92,44.56,
C,LV,2011,322.0,420.0,412.0,606.0,19.538,50.0,
C,LV,2012,313.0,495.0,390.0,635.0,17.336,52.38,
C,LV,2013,288.0,548.0,380.0,720.0,23.544,59.64,
C,LV,2014,,,408.0,859.0,30.0,51.9,
C,LV,2015,294.0,650.0,360.0,782.0,16.5,43.88,
C,LV,2016,337.0,589.0,427.0,797.0,16.87,62.48,
C,LV,2017,360.0,,,,18.89,50.37,
C,LV,2018,365.0,713.0,508.0,1039.0,22.16,47.86,
C,LV,2019,410.0,697.0,543.0,1009.0,25.27,49.26,
C,LV,2020,439.0,776.0,586.0,,,,
C,LV,2021,585.0,1043.0,770.0,1415.0,41.691,44.93,
C,LV,2022,706.0,1055.0,861.0,1387.0,,,
C,LV,2023,637.0,985.0,858.0,1392.0,,,
C,ME,2005,,,,,,,
C,ME,2006,,,,,,,
C,ME,2007,,,,,,,
C,ME,2008,,,,,,,
C,ME,2009,,,,,,,
C,ME,2010,,,,,,,
C,ME,2011,,,,,,,
C,ME,2012,,,,,,,
C,ME,2013,,,,,,,
C,ME,2014,,,,,,,
C,ME,2015,,,,,,,
C,ME,2016,,,,,,,
C,ME,2017,2.1,3.8,8.0,19.0,0.106,3.78,
C,ME,2018,2.0,3.8,9.0,20.0,0.128,1.42,
C,ME,2019,0.3,1.5,4.0,8.0,,,
C,ME,2020,,,,,,,
C,ME,2021,,,,,,,
C,ME,2022,,,,,,,
C,ME,2023,,,,,,,
C,MK,2005,,,,,,,
C,MK,2006,,,,,,,
C,MK,2007,,,,,,,
C,MK,2008,,,,,,,
C,MK,2009,,,,,,,
C,MK,2010,,,,,,,
C,MK,2011,,,,,,,
C,MK,2012,,,,,,,
C,MK,2013,,,,,,,
C,MK,2014,,,,,,,
C,MK,2015,180.8,209.4,,,4.735,68.03,
C,MK,2016,,,,,,,
C,MK,2017,243.3,301.9,276.0,363.0,6.608,70.39,
C,MK,2018,284.4,342.4,328.0,418.0,7.618,63.78,
C,MK,2019,295.9,381.3,319.0,421.0,8.376,72.93,
C,MK,2020,301.2,375.0,321.0,414.0,8.164,78.61,
C,MK,2021,,,,,,,
C,MK,2022,325.5,398.8,337.0,414.0,11.692,89.48,
C,MK,2023,,,,,,,
C,MT,2005,,,,,,,
C,MT,2006,,,,,,,
C,MT,2007,,,,,,,
C,MT,2008,,,,,,,
C,MT,2009,152.5,335.5,165.0,361.0,14.011,69.63,
C,MT,2010,133.5,372.0,144.0,410.0,13.27,54.06,
C,MT,2011,160.5,430.5,176.0,478.0,14.419,48.13,
C,MT,2012,153.0,358.0,172.0,401.0,15.774,46.14,
C,MT,2013,154.0,311.0,179.0,349.0,11.843,38.77,
C,MT,2014,100.5,266.0,116.0,294.0,9.974,29.81,
C,MT,2015,88.5,243.5,99.0,263.0,11.506,31.33,
C,MT,2016,97.0,256.0,108.0,273.0,8.487,23.34,
C,MT,2017,109.5,276.5,116.0,288.0,11.369,26.4,
C,MT,2018,106.5,254.5,111.0,272.0,11.476,24.42,
C,MT,2019,103.0,268.5,110.0,301.0,12.049,24.29,
C,MT,2020,146.0,327.0,153.0,360.0,13.222,24.17,
C,MT,2021,175.0,355.0,181.0,390.0,21.129,32.9,
C,MT,2022,182.0,311.0,192.0,337.0,12.34,18.91,
C,MT,2023,190.0,308.0,203.0,331.0,12.435,16.01,
C,NL,2005,,,,,,,
C,NL,2006,,,,,,,
C,NL,2007,,,,,,,
C,NL,2008,15024.0,31760.0,18018.0,39420.0,3758.0,71.4,
C,NL,2009,12607.0,28590.0,14132.0,33604.0,3555.0,72.55,
C,NL,2010,14651.0,31522.0,17089.0,39996.0,3541.0,67.86,
C,NL,2011,15325.4,34569.8,20415.0,49605.0,3936.169,56.87,
C,NL,2012,18450.0,35339.6,23987.0,50115.0,4048.686,57.2,
C,NL,2013,,,,,,,
C,NL,2014,,,,,,,
C,NL,2015,,,,,,,
C,NL,2016,,,,,,,
C,NL,2017,,,,,,,
C,NL,2018,,,,,,,
C,NL,2019,,,,,,,
C,NL,2020,,,,,,,
C,NL,2021,,,,,,,
C,NL,2022,,,,,,,
C,NL,2023,,,,,,,
C,NO,2005,,,,,,,
C,NO,2006,,,,,,,
C,NO,2007,,,,,,,
C,NO,2008,4067.0,6878.0,5276.0,9853.0,966.901,36.9,
C,NO,2009,4071.0,6667.0,5406.0,9773.0,902.828,36.48,
C,NO,2010,3646.0,6113.0,4811.0,9191.0,874.293,31.94,
C,NO,2011,3646.0,6115.0,4982.0,9179.0,994.867,32.7,
C,NO,2012,3807.0,6189.0,5283.0,9436.0,1079.089,32.12,
C,NO,2013,3718.0,6201.0,5439.0,9848.0,1065.674,31.23,
C,NO,2014,3998.0,6674.0,5880.0,10531.0,1096.787,31.66,
C,NO,2015,,,,,,,
C,NO,2016,,,,,,,
C,NO,2017,,,,,,,
C,NO,2018,4276.0,7262.0,6263.0,12504.0,1128.273,28.88,
C,NO,2019,4450.0,7408.0,6508.0,12607.0,1170.895,28.33,
C,NO,2020,4456.0,7290.0,6460.0,12382.0,1096.421,27.86,
C,NO,2021,5476.0,7544.0,8138.0,12349.0,1161.836,26.86,
C,NO,2022,5493.0,7753.0,7998.0,12348.0,1334.305,27.43,
C,NO,2023,5793.0,8128.0,8060.0,12432.0,1243.448,26.48,
C,PL,2005,4460.9,,,,,,
C,PL,2006,4264.6,6879.2,5585.0,9224.0,218.82,45.88,
C,PL,2007,,7787.0,5570.0,9453.0,268.97,50.24,
C,PL,2008,4289.8,6188.4,6191.0,9001.0,324.051,47.75,
C,PL,2009,,7081.4,6011.0,9798.0,346.751,58.06,
C,PL,2010,5186.3,8617.1,,11176.0,353.418,50.9,
C,PL,2011,5593.8,10483.9,7011.0,13394.0,420.084,49.15,
C,PL,2012,7420.1,11624.0,8968.0,14584.0,613.568,48.07,
C,PL,2013,8626.8,13075.7,10179.0,16374.0,660.298,44.06,
C,PL,2014,10880.9,16643.4,12271.0,19197.0,821.189,45.62,
C,PL,2015,11691.6,18364.4,13467.0,22284.0,891.279,44.34,
C,PL,2016,14611.5,20389.3,17676.0,25769.0,,,
C,PL,2017,18957.4,25330.7,23744.0,33422.0,1241.696,39.83,
C,PL,2018,19477.8,30234.8,24506.0,40337.0,1720.164,43.25,
C,PL,2019,20739.9,31410.5,27268.0,43465.0,1885.425,42.58,
C,PL,2020,21622.0,32476.4,28772.0,46028.0,1705.412,37.22,
C,PL,2021,,,33561.0,54395.0,,,
C,PL,2022,23938.5,37079.8,33125.0,54477.0,2365.603,37.64,
C,PL,2023,26755.9,41335.0,36575.0,61341.0,2908.215,38.52,
C,PT,2005,,,,,,,
C,PT,2006,,,,,,,
C,PT,2007,2808.9,5384.9,4581.0,9569.0,363.756,35.99,
C,PT,2008,3507.4,5960.1,6310.0,11594.0,456.405,35.24,
C,PT,2009,3243.9,5519.2,5906.0,11034.0,424.742,32.4,
C,PT,2010,,,5690.0,10118.0,,,
C,PT,2011,3879.8,6276.2,6920.0,12452.0,431.597,35.48,
C,PT,2012,3803.7,6073.5,6881.0,11923.0,473.001,41.01,
C,PT,2013,3115.8,5885.3,5485.0,11467.0,424.437,39.56,
C,PT,2014,3879.5,6379.7,7079.0,12921.0,429.763,41.48,
C,PT,2015,4370.8,6798.3,8125.0,13778.0,412.58,39.8,
C,PT,2016,4854.4,7591.1,9465.0,15769.0,483.791,41.83,
C,PT,2017,5453.2,8682.0,10271.0,17666.0,516.124,39.6,
C,PT,2018,5976.8,8912.5,11720.0,18977.0,584.308,41.02,
C,PT,2019,6653.1,9955.0,13110.0,20984.0,623.483,39.7,
C,PT,2020,7326.1,10999.4,14233.0,23620.0,666.167,36.13,
C,PT,2021,,,,,,,
C,PT,2022,,,,,,,
C,PT,2023,,,,,,,
C,RO,2005,,,,,,,
C,RO,2006,,,,,,,
C,RO,2007,,,,,,,
C,RO,2008,2996.0,5055.0,3108.0,5280.0,105.964,43.7,
C,RO,2009,3251.0,4927.0,3343.0,5074.0,101.127,45.27,
C,RO,2010,2907.0,4170.0,3041.0,4351.0,88.925,40.5,
C,RO,2011,1168.0,2879.0,1315.0,3561.0,123.046,51.92,
C,RO,2012,1488.0,3227.0,1563.0,3539.0,105.166,41.89,
C,RO,2013,1528.0,3056.0,1603.0,3283.0,89.943,52.59,
C,RO,2014,1851.0,4413.0,1936.0,4759.0,123.207,51.68,
C,RO,2015,1474.0,4351.0,1553.0,4741.0,141.852,41.22,
C,RO,2016,1527.0,4566.0,1602.0,4874.0,165.18,36.57,
C,RO,2017,1171.0,4551.0,1211.0,4792.0,170.065,31.73,
C,RO,2018,1857.0,4778.0,1989.0,5035.0,203.993,33.54,
C,RO,2019,1946.0,4860.0,2018.0,5006.0,206.909,33.54,
C,RO,2020,2011.0,5171.0,2071.0,5399.0,247.173,40.83,
C,RO,2021,2247.0,5550.0,2317.0,5813.0,280.41,40.65,
C,RO,2022,2332.0,5723.0,2410.0,6050.0,353.107,43.55,
C,RO,2023,2871.0,6577.0,2980.0,6940.0,530.176,51.31,
C,RS,2005,,,,,,,
C,RS,2006,,,,,,,
C,RS,2007,,,,,,,
C,RS,2008,51.6,489.9,71.0,525.0,,,
C,RS,2009,58.6,570.4,78.0,676.0,12.58,33.09,
C,RS,2010,72.7,500.2,101.0,592.0,8.197,31.81,
C,RS,2011,45.1,180.2,58.0,228.0,3.72,16.37,
C,RS,2012,54.3,277.3,59.0,317.0,,,
C,RS,2013,61.9,268.0,75.0,319.0,,,
C,RS,2014,82.5,279.0,91.0,305.0,,,
C,RS,2015,58.0,296.6,83.0,366.0,9.222,10.03,
C,RS,2016,45.6,291.4,77.0,367.0,7.464,6.45,
C,RS,2017,65.1,322.6,82.0,382.0,9.738,7.76,
C,RS,2018,36.4,179.4,50.0,237.0,9.3,6.03,
C,RS,2019,140.0,305.6,156.0,353.0,17.218,10.68,
C,RS,2020,114.3,355.0,126.0,397.0,10.549,6.38,
C,RS,2021,129.0,398.0,171.0,517.0,7.331,3.06,
C,RS,2022,163.0,294.0,215.0,418.0,11.793,4.62,
C,RS,2023,155.0,387.0,212.0,536.0,17.145,5.97,
C,RU,2005,,,,,,,
C,RU,2006,,,,,,,
C,RU,2007,,,,,,,
C,RU,2008,,,,,,,
C,RU,2009,,,,,,,
C,RU,2010,,,,,,,
C,RU,2011,,,,,,,
C,RU,2012,,,,,,,
C,RU,2013,,,,,,,
C,RU,2014,,,,,,,
C,RU,2015,,,,,,,
C,RU,2016,,,,,,,
C,RU,2017,,,,,,,
C,RU,2018,,,,,,,
C,RU,2019,,,,,,,
C,RU,2020,,,,,,,
C,RU,2021,,,,,,,
C,RU,2022,,,,,,,
C,RU,2023,,,,,,,
C,SE,2005,,,,,,,
C,SE,2006,,,,,,,
C,SE,2007,,,,,5885.666,69.49,
C,SE,2008,,,,,,,
C,SE,2009,,,,,,,
C,SE,2010,,,,,,,
C,SE,2011,,37095.0,,,,,
C,SE,2012,,,,,,,
C,SE,2013,,,,41475.0,,,
C,SE,2014,,,,,,,
C,SE,2015,,35993.0,32020.0,,7058.855,69.08,
C,SE,2016,,,,,,,
C,SE,2017,,,,,,,
C,SE,2018,,,,,,,
C,SE,2019,25652.0,,,,,,
C,SE,2020,,,,,,,
C,SE,2021,,,,,,,
C,SE,2022,,,,,,,
C,SE,2023,42180.1,48844.3,46451.0,54201.0,8334.091,57.59,
C,SI,2005,,,,,,,
C,SI,2006,,,,,,,
C,SI,2007,,,,,,,
C,SI,2008,1957.0,4477.0,2157.0,5127.0,329.365,82.7,
C,SI,2009,2214.0,4937.0,2417.0,5667.0,334.454,78.81,
C,SI,2010,2236.0,5081.0,2440.0,5852.0,394.835,78.06,
C,SI,2011,2527.0,5706.0,2812.0,6913.0,451.049,68.29,
C,SI,2012,2360.0,5360.0,2609.0,6426.0,432.056,61.45,
C,SI,2013,2389.0,5633.0,2666.0,6863.0,465.529,65.06,
C,SI,2014,2388.0,5628.0,2702.0,6913.0,454.965,66.08,
C,SI,2015,2316.0,5613.0,2606.0,7060.0,457.721,70.36,
C,SI,2016,2583.0,6100.0,2928.0,7591.0,460.428,74.91,
C,SI,2017,3245.0,6258.0,3879.0,8047.0,444.8,74.14,
C,SI,2018,3488.0,6455.7,,,488.636,73.76,
C,SI,2019,3558.6,6998.2,4484.0,,,,
C,SI,2020,3764.2,6992.3,4735.0,9230.0,537.3,72.75,
C,SI,2021,3904.8,7301.5,,,596.01,73.06,
C,SI,2022,3861.8,7370.0,,,,,
C,SI,2023,3855.0,7086.0,,9113.0,697.727,74.35,
C,SK,2005,,,,,43.473,44.87,
C,SK,2006,579.8,1145.4,760.0,1609.0,43.975,47.16,
C,SK,2007,555.5,1074.8,711.0,1464.0,48.942,49.08,
C,SK,2008,845.5,1434.1,1082.0,2021.0,81.813,62.56,
C,SK,2009,876.2,1356.2,,,83.728,67.32,
C,SK,2010,,,,,,,
C,SK,2011,,,,,,,
C,SK,2012,,,,,,,
C,SK,2013,1101.6,1780.1,1373.0,2317.0,162.295,57.43,
C,SK,2014,,,,,,,
C,SK,2015,1762.2,2916.1,2167.0,3798.0,170.642,65.84,
C,SK,2016,1516.4,2697.4,2152.0,3964.0,216.023,66.94,
C,SK,2017,1830.4,3459.6,2286.0,4762.0,286.743,70.74,
C,SK,2018,,,,,,,
C,SK,2019,,,,,,,
C,SK,2020,2002.8,3708.9,2685.0,5521.0,215.558,47.51,
C,SK,2021,2378.7,4156.7,3262.0,6143.0,264.123,51.32,
C,SK,2022,2470.9,4560.0,3403.0,6611.0,308.185,50.11,
C,SK,2023,2623.3,4789.4,3536.0,6872.0,357.722,50.12,
C,TR,2005,,,,,,,
C,TR,2006,,,,,,,
C,TR,2007,,,,,,,
C,TR,2008,,,,,,,
C,TR,2009,11164.4,18739.3,13085.0,23455.0,931.367,62.27,
C,TR,2010,11210.0,19534.3,13242.0,24588.0,1019.475,51.62,
C,TR,2011,13705.8,23079.0,16036.0,28781.0,1099.103,53.34,
C,TR,2012,15090.0,25640.1,17433.0,31334.0,1350.404,53.03,
C,TR,2013,16506.8,27243.5,19140.0,33425.0,1425.173,51.35,
C,TR,2014,17729.5,28583.1,20448.0,34948.0,1562.412,51.84,
C,TR,2015,21258.0,32773.0,23997.0,39025.0,2195.935,59.28,
C,TR,2016,23480.0,34922.0,26231.0,40270.0,2538.454,58.2,
C,TR,2017,28647.0,43517.0,31834.0,49870.0,2615.22,58.52,
C,TR,2018,34545.0,50071.0,38342.0,56516.0,2616.485,58.97,
C,TR,2019,37430.0,54809.0,41695.0,62012.0,3055.547,60.82,
C,TR,2020,42911.0,60980.0,46869.0,67711.0,2742.732,57.37,
C,TR,2021,49059.0,68305.0,53232.0,75509.0,3387.681,57.07,
C,TR,2022,56283.0,75855.0,60750.0,83205.0,4153.719,59.26,
C,TR,2023,61024.0,81116.0,66218.0,89148.0,5414.247,56.7,
C,UK,2005,,,,,,,
C,UK,2006,,,,,,,
C,UK,2007,45131.1,75658.0,,,9717.246,42.54,
C,UK,2008,40312.3,66410.0,,,7783.945,38.99,
C,UK,2009,38457.1,63012.5,39254.0,64895.0,6750.96,38.5,
C,UK,2010,35595.6,61614.9,,,6958.291,37.15,
C,UK,2011,36473.9,63737.9,44621.0,79038.0,,,
C,UK,2012,,,,,,,
C,UK,2013,,,49671.0,92409.0,8619.622,39.68,
C,UK,2014,,75711.2,,,,,
C,UK,2015,41460.0,77821.8,53533.0,104458.0,11299.184,39.27,
C,UK,2016,46654.8,86211.0,,,11224.801,41.39,
C,UK,2017,44725.3,91230.8,63098.0,140608.0,10453.991,38.69,
C,UK,2018,51725.4,100618.6,,,11042.828,39.0,
C,UK,2019,,,,,,,
C,UK,2020,,,,,,,
C,UK,2021,,,,,,,
C,UK,2022,,,,,,,
C,UK,2023,,,,,,,
C,US,2005,,,,,,,
C,US,2006,,,,,,,
C,US,2007,,,,,,,
C,US,2008,,,,,138533.451,70.1,
C,US,2009,,,,,139908.231,69.1,
C,US,2010,,,,,148382.741,70.51,
C,US,2011,,,,,144655.891,68.47,
C,US,2012,,,,,162215.909,68.95,
C,US,2013,,,,,166761.539,68.67,
C,US,2014,,,,,175246.519,68.33,
C,US,2015,,,,,212827.4,64.29,
C,US,2016,,,,,226355.588,64.19,
C,US,2017,,,,,227694.963,61.74,
C,US,2018,,,,,232070.279,59.86,
C,US,2019,,,,,259873.158,57.22,
C,US,2020,,,,,274732.971,56.57,
C,US,2021,,,,,288175.361,53.23,
C,US,2022,,,,,,,
C,US,2023,,,,,,,
C_HTC,AL,2005,,,,,,,
C_HTC,AL,2006,,,,,,,
C_HTC,AL,2007,,,,,,,
C_HTC,AL,2008,,,,,,,
C_HTC,AL,2009,,,,,,,
C_HTC,AL,2010,,,,,,,
C_HTC,AL,2011,,,,,,,
C_HTC,AL,2012,,,,,,,
C_HTC,AL,2013,,,,,,,
C_HTC,AL,2014,,,,,,,
C_HTC,AL,2015,,,,,,,
C_HTC,AL,2016,,,,,,,
C_HTC,AL,2017,,,,,,,
C_HTC,AL,2018,,,,,,,
C_HTC,AL,2019,,,,,,,
C_HTC,AL,2020,,,,,,,
C_HTC,AL,2021,,,,,,,
C_HTC,AL,2022,,,,,,,
C_HTC,AL,2023,,,,,,,
C_HTC,AT,2005,,,,,,,
C_HTC,AT,2006,5166.1,7844.7,5511.0,8647.0,1218.542,27.39,
C_HTC,AT,2007,3534.5,5318.1,3857.0,6022.0,810.098,16.72,
C_HTC,AT,2008,,,,,,,
C_HTC,AT,2009,3282.6,4742.3,3652.0,5509.0,719.657,14.13,
C_HTC,AT,2010,,,,,,,
C_HTC,AT,2011,2922.5,4379.3,3258.0,5136.0,694.143,12.19,
C_HTC,AT,2012,,,,,,,
C_HTC,AT,2013,3411.3,5088.2,3812.0,5980.0,900.248,13.28,
C_HTC,AT,2014,,,,,,,
C_HTC,AT,2015,3778.9,5696.6,4199.0,6737.0,1020.587,13.61,
C_HTC,AT,2016,,,,,,,
C_HTC,AT,2017,4679.2,6562.4,5381.0,7725.0,1136.459,14.41,
C_HTC,AT,2018,,,,,,,
C_HTC,AT,2019,5025.6,7231.1,5724.0,8425.0,1306.398,14.93,
C_HTC,AT,2020,,,,,,,
C_HTC,AT,2021,7657.7,10689.2,8435.0,12173.0,1938.311,21.28,
C_HTC,AT,2022,,,,,,,
C_HTC,AT,2023,8518.9,11636.9,9617.0,13521.0,2148.271,20.23,
C_HTC,BA,2005,,,,,,,
C_HTC,BA,2006,,,,,,,
C_HTC,BA,2007,,,,,,,
C_HTC,BA,2008,,,,,,,
C_HTC,BA,2009,,,,,,,
C_HTC,BA,2010,,,,,,,
C_HTC,BA,2011,,,,,,,
C_HTC,BA,2012,,,,,,,
C_HTC,BA,2013,,,,,,,
C_HTC,BA,2014,,,,,,,
C_HTC,BA,2015,,,,,,,
C_HTC,BA,2016,,,,,,,
C_HTC,BA,2017,,,,,,,
C_HTC,BA,2018,,,,,,,
C_HTC,BA,2019,1.0,15.0,0.0,15.0,0.242,1.84,
C_HTC,BA,2020,1.0,18.0,1.0,18.0,0.406,2.91,
C_HTC,BA,2021,49.0,88.0,49.0,88.0,4.82,33.82,
C_HTC,BA,2022,,,,,,,
C_HTC,BA,2023,,,,,,,
C_HTC,BE,2005,,,,,,,
C_HTC,BE,2006,,,,,,,
C_HTC,BE,2007,,,,,,,
C_HTC,BE,2008,4274.5,7454.4,4523.0,7788.0,1610.608,34.64,
C_HTC,BE,2009,4211.2,7185.0,4413.0,7594.0,1598.072,34.93,
C_HTC,BE,2010,4490.8,6782.0,4777.0,7337.0,1551.878,30.87,
C_HTC,BE,2011,4609.9,7097.5,4875.0,7673.0,1853.395,33.02,
C_HTC,BE,2012,,7015.1,,,1982.759,32.25,
C_HTC,BE,2013,4504.4,7084.2,4851.0,7682.0,2033.787,31.99,
C_HTC,BE,2014,,8325.4,,,1999.425,29.95,
C_HTC,BE,2015,5812.7,8426.4,6328.0,9241.0,2054.268,29.03,
C_HTC,BE,2016,,8957.3,,,2532.368,34.02,
C_HTC,BE,2017,6203.6,9548.7,6886.0,10793.0,2756.292,33.07,
C_HTC,BE,2018,,8890.7,,,3106.273,32.93,
C_HTC,BE,2019,6112.4,9053.3,6933.0,10284.0,3446.822,30.93,
C_HTC,BE,2020,,9378.9,,,3673.538,31.84,
C_HTC,BE,2021,,,,,,,
C_HTC,BE,2022,,,,,,,
C_HTC,BE,2023,7028.1,11374.7,7920.0,12954.0,4160.047,29.54,
C_HTC,BG,2005,,,,,,,
C_HTC,BG,2006,,354.0,,378.0,3.039,9.84,
C_HTC,BG,2007,241.0,350.0,265.0,389.0,7.198,16.55,
C_HTC,BG,2008,197.0,311.0,224.0,,,,
C_HTC,BG,2009,174.0,317.0,220.0,395.0,4.718,8.53,
C_HTC,BG,2010,248.0,383.0,265.0,419.0,6.187,5.7,
C_HTC,BG,2011,217.0,291.0,226.0,318.0,4.607,3.94,
C_HTC,BG,2012,243.0,372.0,250.0,392.0,8.757,5.7,
C_HTC,BG,2013,242.0,361.0,260.0,390.0,7.656,4.7,
C_HTC,BG,2014,271.0,436.0,296.0,476.0,10.39,4.65,
C_HTC,BG,2015,415.0,670.0,461.0,759.0,17.197,5.39,
C_HTC,BG,2016,462.0,761.0,481.0,821.0,18.627,6.77,
C_HTC,BG,2017,438.0,668.0,509.0,787.0,19.728,7.22,
C_HTC,BG,2018,606.0,837.0,654.0,945.0,24.463,8.03,
C_HTC,BG,2019,476.0,692.0,510.0,761.0,18.846,5.48,
C_HTC,BG,2020,499.0,770.0,540.0,868.0,21.187,6.0,
C_HTC,BG,2021,,733.0,,783.0,23.314,6.45,
C_HTC,BG,2022,540.0,751.0,570.0,838.0,23.919,5.45,
C_HTC,BG,2023,,,,,,,
C_HTC,CH,2005,,,,,,,
C_HTC,CH,2006,,,,,,,
C_HTC,CH,2007,,,,,,,
C_HTC,CH,2008,2130.7,12353.0,2191.0,13411.0,3633.615,48.15,
C_HTC,CH,2009,,,,,,,
C_HTC,CH,2010,,,,,,,
C_HTC,CH,2011,,,,,,,
C_HTC,CH,2012,3780.1,14194.0,3913.0,14571.0,4018.877,37.79,
C_HTC,CH,2013,,,,,,,
C_HTC,CH,2014,,,,,,,
C_HTC,CH,2015,5238.0,8791.0,5416.0,9275.0,3872.069,29.62,
C_HTC,CH,2016,,,,,,,
C_HTC,CH,2017,4661.0,9621.0,4921.0,10131.0,4466.266,35.16,
C_HTC,CH,2018,,,,,,,
C_HTC,CH,2019,5313.0,9813.0,5535.0,10426.0,4642.025,33.33,
C_HTC,CH,2020,,,,,,,
C_HTC,CH,2021,8002.0,10838.0,8225.0,11200.0,5753.128,37.07,
C_HTC,CH,2022,,,,,,,
C_HTC,CH,2023,5342.0,9688.0,5400.0,9954.0,5656.057,30.61,
C_HTC,CN_X_HK,2005,,,,,,,
C_HTC,CN_X_HK,2006,,,,,,,
C_HTC,CN_X_HK,2007,,,,,,,
C_HTC,CN_X_HK,2008,266801.0,320147.0,,,6642.751,20.08,
C_HTC,CN_X_HK,2009,159863.0,360048.0,,,8503.81,19.07,
C_HTC,CN_X_HK,2010,178423.0,436727.0,,,11145.638,19.28,
C_HTC,CN_X_HK,2011,188737.0,473090.0,,,14152.551,19.35,
C_HTC,CN_X_HK,2012,201784.0,546593.0,,,18157.776,18.77,
C_HTC,CN_X_HK,2013,205806.1,583350.7,,,21427.198,19.28,
C_HTC,CN_X_HK,2014,208183.3,618754.2,,,23844.798,19.4,
C_HTC,CN_X_HK,2015,235537.0,622834.0,,,32037.35,20.53,
C_HTC,CN_X_HK,2016,240148.0,630838.0,,,33801.457,20.46,
C_HTC,CN_X_HK,2017,238973.0,648212.0,,,36009.614,20.11,
C_HTC,CN_X_HK,2018,282650.0,749023.0,,,39497.505,20.24,
C_HTC,CN_X_HK,2019,270614.0,743609.0,,,42488.909,19.42,
C_HTC,CN_X_HK,2020,,856075.0,,,50712.598,21.39,
C_HTC,CN_X_HK,2021,,,,,63363.539,22.48,
C_HTC,CN_X_HK,2022,,,,,77737.934,23.05,
C_HTC,CN_X_HK,2023,,,,,,,
C_HTC,CY,2005,,,,,,,
C_HTC,CY,2006,,,,,,,
C_HTC,CY,2007,,,,,,,
C_HTC,CY,2008,39.5,56.3,46.0,67.0,2.757,16.48,
C_HTC,CY,2009,33.2,47.2,41.0,57.0,2.327,14.16,
C_HTC,CY,2010,35.1,49.1,43.0,59.0,2.482,16.77,
C_HTC,CY,2011,32.2,50.5,42.0,62.0,2.238,16.26,
C_HTC,CY,2012,36.3,55.6,41.0,62.0,2.401,17.2,
C_HTC,CY,2013,35.2,54.5,39.0,60.0,2.583,15.2,
C_HTC,CY,2014,34.8,51.1,40.0,58.0,3.996,19.97,
C_HTC,CY,2015,50.4,70.7,53.0,75.0,5.891,30.25,
C_HTC,CY,2016,,,,,,,
C_HTC,CY,2017,,,,,,,
C_HTC,CY,2018,,,,,,,
C_HTC,CY,2019,,,,,,,
C_HTC,CY,2020,,,,,,,
C_HTC,CY,2021,,,,,,,
C_HTC,CY,2022,,,,,,,
C_HTC,CY,2023,,,,,,,
C_HTC,CZ,2005,647.2,1561.6,681.0,1771.0,78.397,10.52,
C_HTC,CZ,2006,776.4,2118.1,810.0,2338.0,102.841,11.49,
C_HTC,CZ,2007,1237.9,2240.0,1282.0,2471.0,107.072,10.31,
C_HTC,CZ,2008,1235.9,2243.9,1270.0,2465.0,107.806,9.36,
C_HTC,CZ,2009,1135.6,2095.4,1203.0,2368.0,94.879,8.92,
C_HTC,CZ,2010,1075.9,1990.3,1200.0,2493.0,88.786,7.48,
C_HTC,CZ,2011,1069.8,1998.8,1192.0,2387.0,90.51,6.52,
C_HTC,CZ,2012,1043.3,2115.5,1192.0,2600.0,93.409,6.15,
C_HTC,CZ,2013,1241.2,2421.4,1393.0,2867.0,96.451,6.04,
C_HTC,CZ,2014,1243.5,2374.5,1484.0,2937.0,107.067,6.28,
C_HTC,CZ,2015,1281.9,2363.0,1485.0,2834.0,113.619,6.44,
C_HTC,CZ,2016,1344.4,2445.7,1497.0,2853.0,128.442,7.09,
C_HTC,CZ,2017,1451.5,2549.9,1598.0,2976.0,139.836,6.48,
C_HTC,CZ,2018,1620.0,2810.3,1794.0,3298.0,167.784,6.76,
C_HTC,CZ,2019,1732.1,3009.5,1905.0,3469.0,186.939,6.97,
C_HTC,CZ,2020,1807.3,2979.7,2021.0,3369.0,175.794,6.73,
C_HTC,CZ,2021,1933.4,3539.2,2219.0,4230.0,223.304,7.48,
C_HTC,CZ,2022,2358.0,3943.7,2718.0,4880.0,271.083,7.78,
C_HTC,CZ,2023,2261.6,3904.7,2629.0,4958.0,324.945,8.63,
C_HTC,DE,2005,,,,,,,
C_HTC,DE,2006,,,,,,,
